11:54:25.453 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @13183ms
18:43:23.838 [clojure-agent-send-off-pool-2] INFO  datomic.process-monitor - {:AvailableMB 1410.0, :event :metrics, :pid 1955, :tid 13}
18:43:23.842 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-catalog", :phase :begin, :pid 1955, :tid 13}
18:43:23.856 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-catalog", :msec 14.0, :phase :end, :pid 1955, :tid 13}
18:43:23.860 [qtp767866250-24] INFO  datomic.domain - {:event :cache/create, :cache-bytes 954466304, :pid 1955, :tid 24}
18:43:23.871 [qtp767866250-24] INFO  datomic.peer - {:event :peer/connect-transactor, :host "localhost", :alt-host nil, :port 4334, :version "0.9.5327", :pid 1955, :tid 24}
18:43:23.968 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :phase :begin, :pid 1955, :tid 13}
18:43:23.971 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :msec 2.06, :phase :end, :pid 1955, :tid 13}
18:43:24.172 [qtp767866250-24] INFO  datomic.log - {:event :log/catchup-fulltext, :phase :begin, :pid 1955, :tid 24}
18:43:24.183 [qtp767866250-24] INFO  datomic.log - {:event :log/catchup-fulltext, :msec 10.2, :phase :end, :pid 1955, :tid 24}
18:43:24.183 [qtp767866250-24] INFO  datomic.log - {:event :log/catchup, :bytes 0, :tail-t 63, :index-t 63, :msec 12, :pid 1955, :tid 24}
18:43:24.206 [clojure-agent-send-off-pool-1] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :phase :begin, :pid 1955, :tid 12}
18:43:24.209 [clojure-agent-send-off-pool-1] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :msec 2.4, :phase :end, :pid 1955, :tid 12}
18:43:24.221 [qtp767866250-24] INFO  datomic.log - {:event :log/catchup-fulltext, :phase :begin, :pid 1955, :tid 24}
18:43:24.222 [qtp767866250-24] INFO  datomic.log - {:event :log/catchup-fulltext, :msec 0.151, :phase :end, :pid 1955, :tid 24}
18:43:24.222 [qtp767866250-24] INFO  datomic.log - {:event :log/catchup, :bytes 0, :tail-t 63, :index-t 63, :msec 0, :pid 1955, :tid 24}
18:43:24.240 [qtp767866250-24] INFO  datomic.peer - {:event :peer/cache-connection, :dbid "helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :pid 1955, :tid 24}
18:43:24.246 [qtp767866250-24] INFO  datomic.peer - {:event :peer/transact, :uuid #uuid "56602adc-214f-4e52-80e1-1674faf874aa", :phase :start, :pid 1955, :tid 24}
18:43:24.321 [clojure-agent-send-off-pool-2] INFO  datomic.peer - {:event :peer/transact, :uuid #uuid "56602adc-214f-4e52-80e1-1674faf874aa", :phase :end, :pid 1955, :tid 13}
18:43:24.322 [clojure-agent-send-off-pool-2] INFO  datomic.peer - {:event :peer/notify-data, :msec 4, :id #uuid "56602adc-214f-4e52-80e1-1674faf874aa", :pid 1955, :tid 13}
18:43:24.322 [qtp767866250-24] INFO  datomic.peer - {:event :peer/transact, :uuid #uuid "56602adc-e788-4858-9395-3c922e6640f0", :phase :start, :pid 1955, :tid 24}
18:43:24.335 [clojure-agent-send-off-pool-2] INFO  datomic.peer - {:event :peer/transact, :uuid #uuid "56602adc-e788-4858-9395-3c922e6640f0", :phase :end, :pid 1955, :tid 13}
18:43:24.335 [clojure-agent-send-off-pool-2] INFO  datomic.peer - {:event :peer/notify-data, :msec 1, :id #uuid "56602adc-e788-4858-9395-3c922e6640f0", :pid 1955, :tid 13}
18:43:33.379 [qtp767866250-25] INFO  io.pedestal.http - {:line 78, :msg "GET /"}
18:44:23.848 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:tid 38, :PeerAcceptNewMsec {:lo 0, :hi 3, :sum 3, :count 2}, :AvailableMB 1330.0, :StorageGetMsec {:lo 0, :hi 6, :sum 33, :count 22}, :pid 1955, :event :metrics, :ObjectCache {:lo 0, :hi 1, :sum 37, :count 64}, :LogIngestMsec {:lo 0, :hi 12, :sum 12, :count 2}, :MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :PeerFulltextBatch {:lo 1, :hi 1, :sum 2, :count 2}, :DbAddFulltextMsec {:lo 0, :hi 8, :sum 8, :count 2}, :PodGetMsec {:lo 2, :hi 14, :sum 18, :count 3}, :LogIngestBytes {:lo 0, :hi 0, :sum 0, :count 2}, :StorageGetBytes {:lo 31, :hi 2911, :sum 7902, :count 22}}
18:45:23.848 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1330.0, :event :metrics, :pid 1955, :tid 38}
18:46:23.856 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1330.0, :event :metrics, :pid 1955, :tid 38}
18:47:23.859 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1330.0, :event :metrics, :pid 1955, :tid 38}
18:48:23.863 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:49:23.869 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:50:23.882 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:51:23.891 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:52:23.898 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:53:23.905 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:54:23.909 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:55:23.911 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:56:23.915 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:57:23.920 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:58:23.923 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
18:59:23.930 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
19:00:23.938 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
19:01:23.946 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
19:02:23.949 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
19:03:23.956 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
19:04:23.958 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
19:05:23.962 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
19:06:23.969 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1320.0, :event :metrics, :pid 1955, :tid 38}
19:30:14.323 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @11896ms
19:30:22.235 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
19:30:22.272 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@565e1698{/,null,AVAILABLE}
19:30:22.297 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@14357aa4{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
19:30:22.298 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - Started @19872ms
19:30:55.555 [qtp441365394-24] INFO  io.pedestal.http - {:line 78, :msg "GET /hello-world"}
19:40:15.097 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Stopped ServerConnector@14357aa4{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
19:40:15.100 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@565e1698{/,null,UNAVAILABLE}
19:40:47.779 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @17830ms
19:41:09.454 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
19:41:09.495 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@52a44adf{/,null,AVAILABLE}
19:41:09.522 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@57bcfac5{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
19:41:09.523 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - Started @39575ms
19:41:25.655 [qtp613786449-28] INFO  io.pedestal.http - {:line 78, :msg "GET /hello-world"}
19:42:48.555 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @12613ms
19:42:54.447 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
19:42:54.501 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@2773621a{/,null,AVAILABLE}
19:42:54.533 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@153911d{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
19:42:54.534 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - Started @18595ms
19:43:41.930 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Stopped ServerConnector@153911d{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
19:43:41.932 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@2773621a{/,null,UNAVAILABLE}
19:44:13.697 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @12506ms
19:44:19.702 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
19:44:19.747 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@25557050{/,null,AVAILABLE}
19:44:19.774 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@6458359c{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
19:44:19.774 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - Started @18587ms
19:46:47.124 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Stopped ServerConnector@6458359c{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
19:46:47.126 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@25557050{/,null,UNAVAILABLE}
20:31:02.877 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @12118ms
20:31:44.549 [nREPL-worker-1] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
20:31:44.583 [nREPL-worker-1] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@64ed709{/,null,AVAILABLE}
20:31:44.607 [nREPL-worker-1] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@e592bfa{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
20:31:44.607 [nREPL-worker-1] INFO  org.eclipse.jetty.server.Server - Started @53850ms
20:33:10.112 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @11865ms
20:34:07.082 [nREPL-worker-1] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
20:34:07.113 [nREPL-worker-1] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@1b08069f{/,null,AVAILABLE}
20:34:07.135 [nREPL-worker-1] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@7c95c26b{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
20:34:07.136 [nREPL-worker-1] INFO  org.eclipse.jetty.server.Server - Started @68893ms
20:35:05.633 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @13132ms
20:35:11.275 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
20:35:11.317 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@1e7decb5{/,null,AVAILABLE}
20:35:11.341 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@7a77757c{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
20:35:11.342 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - Started @18845ms
20:36:12.142 [qtp1154301609-25] INFO  io.pedestal.http - {:line 78, :msg "GET /favicon.ico"}
20:36:13.660 [qtp1154301609-26] INFO  io.pedestal.http - {:line 78, :msg "GET /"}
20:36:14.547 [qtp1154301609-26] INFO  datomic.process-monitor - {:event :metrics/initializing, :metricsCallback clojure.core/identity, :phase :begin, :pid 2616, :tid 26}
20:36:14.549 [qtp1154301609-26] INFO  datomic.process-monitor - {:event :metrics/initializing, :metricsCallback clojure.core/identity, :msec 0.573, :phase :end, :pid 2616, :tid 26}
20:36:14.549 [qtp1154301609-26] INFO  datomic.process-monitor - {:metrics/started clojure.core/identity, :pid 2616, :tid 26}
20:36:14.552 [clojure-agent-send-off-pool-2] INFO  datomic.process-monitor - {:AvailableMB 1260.0, :event :metrics, :pid 2616, :tid 13}
20:36:14.554 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-catalog", :phase :begin, :pid 2616, :tid 13}
20:36:14.568 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-catalog", :msec 12.7, :phase :end, :pid 2616, :tid 13}
20:36:14.570 [qtp1154301609-26] INFO  datomic.domain - {:event :cache/create, :cache-bytes 954466304, :pid 2616, :tid 26}
20:36:14.580 [qtp1154301609-26] INFO  datomic.peer - {:event :peer/connect-transactor, :host "localhost", :alt-host nil, :port 4334, :version "0.9.5327", :pid 2616, :tid 26}
20:36:14.608 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :phase :begin, :pid 2616, :tid 13}
20:36:14.612 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :msec 3.24, :phase :end, :pid 2616, :tid 13}
20:36:14.737 [clojure-agent-send-off-pool-2] INFO  datomic.log - {:event :log/load-segments, :count 0, :pid 2616, :tid 13}
20:36:14.740 [qtp1154301609-26] INFO  datomic.log - {:event :log/catchup-fulltext, :phase :begin, :pid 2616, :tid 26}
20:36:14.953 [qtp1154301609-26] INFO  datomic.log - {:event :log/catchup-fulltext, :msec 213.0, :phase :end, :pid 2616, :tid 26}
20:36:14.954 [qtp1154301609-26] INFO  datomic.log - {:event :log/catchup, :bytes 1372, :tail-t 1001, :index-t 63, :msec 14, :pid 2616, :tid 26}
20:36:14.974 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :phase :begin, :pid 2616, :tid 13}
20:36:14.978 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :msec 4.02, :phase :end, :pid 2616, :tid 13}
20:36:14.996 [qtp1154301609-26] INFO  datomic.log - {:event :log/catchup-fulltext, :phase :begin, :pid 2616, :tid 26}
20:36:14.997 [qtp1154301609-26] INFO  datomic.log - {:event :log/catchup-fulltext, :msec 0.152, :phase :end, :pid 2616, :tid 26}
20:36:14.997 [qtp1154301609-26] INFO  datomic.log - {:event :log/catchup, :bytes 0, :tail-t 1001, :index-t 1001, :msec 0, :pid 2616, :tid 26}
20:36:15.010 [qtp1154301609-26] INFO  datomic.peer - {:event :peer/cache-connection, :dbid "helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :pid 2616, :tid 26}
20:37:14.557 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:tid 39, :AvailableMB 1210.0, :StorageGetMsec {:lo 0, :hi 6, :sum 22, :count 21}, :pid 2616, :event :metrics, :ObjectCache {:lo 0, :hi 1, :sum 38, :count 63}, :LogIngestMsec {:lo 0, :hi 14, :sum 14, :count 2}, :MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :DbAddFulltextMsec {:lo 0, :hi 212, :sum 212, :count 2}, :PodGetMsec {:lo 3, :hi 12, :sum 19, :count 3}, :LogIngestBytes {:lo 0, :hi 1372, :sum 1372, :count 2}, :StorageGetBytes {:lo 31, :hi 2911, :sum 7837, :count 21}}
20:38:14.561 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:39:14.569 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:40:14.573 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:41:14.579 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:42:14.583 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:43:14.587 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:44:14.590 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:45:14.597 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:46:14.604 [Datomic Metrics Reporter] INFO  datomic.process-monitor - {:MetricsReport {:lo 1, :hi 1, :sum 1, :count 1}, :AvailableMB 1210.0, :event :metrics, :pid 2616, :tid 39}
20:46:17.526 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Stopped ServerConnector@7a77757c{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
20:46:17.527 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@1e7decb5{/,null,UNAVAILABLE}
20:46:47.802 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @11932ms
20:47:41.285 [nREPL-worker-1] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
20:47:41.319 [nREPL-worker-1] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@5b7c4a8{/,null,AVAILABLE}
20:47:41.342 [nREPL-worker-1] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@70780c8d{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
20:47:41.344 [nREPL-worker-1] INFO  org.eclipse.jetty.server.Server - Started @65478ms
20:47:55.311 [qtp613786449-26] INFO  io.pedestal.http - {:line 78, :msg "GET /"}
20:47:59.330 [qtp613786449-27] INFO  io.pedestal.http - {:line 78, :msg "GET /hello-world"}
20:48:35.668 [nREPL-worker-1] INFO  o.e.jetty.server.ServerConnector - Stopped ServerConnector@70780c8d{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
20:48:35.670 [nREPL-worker-1] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@5b7c4a8{/,null,UNAVAILABLE}
20:51:51.450 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @11772ms
20:52:09.657 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - jetty-9.3.1.v20150714
20:52:09.694 [nREPL-worker-0] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@9dd749b{/,null,AVAILABLE}
20:52:09.719 [nREPL-worker-0] INFO  o.e.jetty.server.ServerConnector - Started ServerConnector@5322cd3{HTTP/1.1,[http/1.1]}{0.0.0.0:8080}
20:52:09.720 [nREPL-worker-0] INFO  org.eclipse.jetty.server.Server - Started @30046ms
20:52:22.807 [qtp613786449-24] INFO  io.pedestal.http - {:line 78, :msg "GET /hello-world"}
20:52:27.160 [qtp613786449-25] INFO  io.pedestal.http - {:line 78, :msg "GET /"}
20:52:27.820 [qtp613786449-25] INFO  datomic.process-monitor - {:event :metrics/initializing, :metricsCallback clojure.core/identity, :phase :begin, :pid 2814, :tid 25}
20:52:27.822 [qtp613786449-25] INFO  datomic.process-monitor - {:event :metrics/initializing, :metricsCallback clojure.core/identity, :msec 0.85, :phase :end, :pid 2814, :tid 25}
20:52:27.823 [qtp613786449-25] INFO  datomic.process-monitor - {:metrics/started clojure.core/identity, :pid 2814, :tid 25}
20:52:27.828 [clojure-agent-send-off-pool-2] INFO  datomic.process-monitor - {:AvailableMB 1260.0, :event :metrics, :pid 2814, :tid 13}
20:52:27.833 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-catalog", :phase :begin, :pid 2814, :tid 13}
20:52:27.838 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-catalog", :msec 4.83, :phase :end, :pid 2814, :tid 13}
20:52:27.840 [qtp613786449-25] INFO  datomic.domain - {:event :cache/create, :cache-bytes 954466304, :pid 2814, :tid 25}
20:52:27.852 [qtp613786449-25] INFO  datomic.peer - {:event :peer/connect-transactor, :host "localhost", :alt-host nil, :port 4334, :version "0.9.5327", :pid 2814, :tid 25}
20:52:27.883 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :phase :begin, :pid 2814, :tid 13}
20:52:27.886 [clojure-agent-send-off-pool-2] INFO  datomic.kv-cluster - {:event :kv-cluster/get-pod, :pod-key "pod-log-tail/helloworld-1b4016e7-d01a-4318-8fe0-bd6a119f5b02", :msec 2.77, :phase :end, :pid 2814, :tid 13}
